ID,Species,G,C
NN8794120.1,A,23.20545497,22.36677416
NH5625920.4,A,31.50927804,29.72608234
CG7726280.4,C,21.59481518,19.790386
QQ9557630.2,B,21.81322629,21.46426443
GG7695640.4,B,26.86394707,24.8707294
QC5796580.3,A,25.74298518,25.7189272
NC7029490.3,B,27.22255534,26.07388294
NG2011780.1,B,27.1728602,26.23034885
GG2935060.4,B,22.39514476,23.19718687
HG6643620.2,A,23.71192401,22.21581735
HH8378740.2,A,21.26224322,20.56921552
GQ6189800.1,A,28.02754961,26.30038946
HQ6982590.3,B,23.52587102,22.89211796
NN6657210.3,A,21.2361651,20.96000547
NQ7670400.3,A,22.42477224,22.11506797
GG5246730.1,C,24.40424735,22.3318527
CH2403800.1,A,29.98551642,27.40474961
GG9690910.3,B,29.58729833,29.03279336
NC7813970.3,A,28.54752413,25.91917636
HQ1937970.4,B,25.97503255,26.44744665
GQ8537190.2,B,21.09821996,20.23860068
QG4447280.3,C,27.23221303,27.49190081
QH9830700.1,C,18.61166685,18.94815621
HH7277270.3,B,12.26496912,12.19546303
GH9634770.3,C,19.45568093,18.10776348
QC7049820.4,C,29.04695059,28.00464584
CC1708810.1,B,23.01954511,20.21680937
GN3693790.1,A,30.63950888,28.80119757
HH6809990.2,C,23.57055666,20.60769322
CC6651240.4,A,17.51155164,15.08079426
NC3555360.1,B,24.1355135,23.90523425
GG5564650.2,C,26.6507117,23.14943011
CQ5428520.4,A,26.0563407,22.37263846
GQ8387060.3,C,29.24812305,28.36221576
GN9846010.4,B,30.40696748,30.38123003
HQ4766480.4,B,25.941574,23.96531438
QC4977020.2,B,19.70270175,16.42170453
QQ3334390.2,A,27.07858575,25.96598906
GN7620300.2,B,27.84837157,26.66270875
CC4275250.4,B,25.80330325,24.21935558
CG8069420.3,A,24.36300536,23.91444139
NH1120460.1,A,24.9163995,23.1649649
HC4814460.4,B,20.13928566,18.38443069
NQ3664800.2,C,19.76648872,18.59265697
NQ2973680.1,C,23.50707919,22.09441442
HG8516840.3,B,26.9907994,26.07945715
GH3580260.3,C,30.86551675,28.45273248
CN2429770.3,C,27.45013867,25.09121301
GH2211290.4,C,24.0469848,23.24523116
QH3477070.2,A,20.71849216,20.51205374
GQ9168830.3,B,15.05578559,14.80355076
CG2276590.4,C,26.05930766,25.15483001
CQ7230980.4,A,31.0365993,29.50650491
CC8416560.2,A,31.57168578,28.17478465
NN5273140.4,B,30.76177384,28.72733902
NQ4254290.2,C,26.2579335,24.67439257
QG6639590.4,A,30.38645186,28.51785944
GQ4867000.1,A,28.68381074,28.2667598
NN2221000.1,C,23.72813234,22.39542737
CG2749540.4,C,26.58653624,25.80094645
HN7166900.2,C,23.17964492,22.75278831
QG8646240.3,B,24.81418873,23.98885583
GN9228920.1,B,23.6146833,21.25436207
CH2338840.2,A,32.15346604,30.53703972
GH1068460.4,A,27.93295411,24.75023835
CN8479810.1,B,19.94936173,19.1193033
GC3336170.2,C,30.54036729,29.02245294
GH2795120.3,B,20.40469062,21.06530058
CG4753640.3,C,28.6931314,27.5760158
QQ1722940.3,B,25.57458167,23.5509525
GC8666490.4,A,24.67981885,23.88274602
NQ4663950.4,B,29.31328695,28.02197333
NN5995240.4,B,25.79814154,23.81153995
GN3676600.4,A,30.91369311,30.91808166
CH7989690.2,A,20.73356964,20.65915084
CQ4921850.1,A,30.35198448,28.97595457
CC6273130.4,C,27.60956279,26.16028205
HH7743010.2,A,28.91490115,27.98984798
QN2998920.3,C,25.90816409,23.61628442
CN2711650.4,A,23.75720258,24.75788984
NG3921430.3,A,22.02281525,22.21328347
QH1839860.1,B,21.91921801,21.36481256
NQ6814640.1,A,33.08164396,30.12369854
HH8335900.3,C,25.72344214,25.85782337
NC7593760.1,C,25.0179027,24.59105998
NH6619860.1,B,22.41938842,22.98966809
HQ3526620.3,B,27.06163342,26.1253028
GH4597490.1,A,28.2206792,26.3084072
GC4453460.4,A,23.67395394,21.28102894
GC6457490.1,C,22.41725442,19.82874669
CH1525770.3,C,22.73442228,23.30848783
CQ1055890.1,A,30.66860028,29.21572364
QN6792150.1,A,26.62950557,26.77074256
NN9105250.4,B,27.09474918,27.47139983
HQ7358780.3,B,31.16163439,29.94085055
NG4101510.3,A,24.35988809,23.10351416
GH4489370.1,C,20.86010323,20.3883258
QQ2327940.2,B,31.98770731,29.84160536
HQ5243240.2,A,26.73117701,25.34721756
GC9729360.2,B,20.77090629,18.26261293
QQ7451310.3,A,19.05294245,18.59822849
QC9037020.3,B,25.47961269,24.73872222
HQ3610610.3,A,29.35795849,29.13252142
GG4936560.2,A,29.87780517,29.64691673
GG7000430.3,C,24.71008171,22.73336468
CQ7940330.1,A,25.99836472,23.90159587
HQ5530910.3,A,19.30577763,18.36620151
NQ7044550.3,C,17.55176218,15.64615679
HG5850300.4,B,27.69027629,25.75441693
QC1547850.2,B,26.3910795,27.28510767
QH9585550.1,B,26.94673574,24.83265248
HC3870120.2,B,22.95113112,21.3901364
CC2765050.2,A,18.7831075,19.89236294
CH2001570.2,A,23.44698281,21.72370268
QN4548240.2,C,26.96617515,26.5486241
NG4102520.2,C,28.6231336,26.8078717
QH1589720.1,A,28.40746936,26.3050528
CC4971540.1,C,20.65598929,20.7342108
QN9180080.1,C,23.14655504,21.95206821
NG9149980.2,C,28.32506059,28.12282282
GC3544330.2,A,26.02104889,23.3511141
NN6501430.3,C,28.36280934,26.40922009
NC4884520.1,C,26.19982707,25.32079727
GG9458290.3,A,29.39081256,26.84835998
CN6985120.4,A,22.81813262,22.26951217
QN2912520.4,B,26.92683771,25.53731486
GQ3403410.2,C,16.49098831,14.33721776
NC4377340.3,B,24.04698091,23.29876647
CG4323670.3,B,32.06120368,29.53799147
HQ6312840.3,B,29.44594173,28.8441944
CC5352330.1,B,24.69437455,22.73050475
QG2773900.2,C,22.56922866,21.69322403
HQ4283450.1,C,26.02207764,23.46304876
QG6998210.3,B,24.11673197,21.96023817
GH7506260.4,B,23.48738446,21.96884821
GQ7552780.2,C,24.38688314,23.34462396
QG4784390.2,C,27.60357971,25.77510238
QC7217130.2,C,29.06821139,29.7252734
GN3075390.2,C,22.30697174,21.27037739
QC3075570.1,A,24.27189186,23.43805718
CG8550220.1,A,27.09671927,28.25843166
NH5395580.4,B,26.81465654,25.76767705
GG8436690.2,A,25.1534228,24.09786756
HG8296820.4,B,24.150898,23.43029505
NC3922360.4,A,17.03522141,15.92541858
HC4862530.4,C,24.93279733,23.86068063
CC8931270.4,B,31.78075066,29.97712932
CQ4487260.4,A,25.26096946,25.31715922
HH1264100.1,B,21.60460861,20.15984232
CH6724110.1,C,22.13232753,20.89952112
CN6944870.4,A,20.60834295,18.28477731
NQ5209480.4,A,23.03418545,23.38187139
CC4752410.2,A,25.57615771,26.10109187
GH1382120.1,C,26.05121927,23.44814948
CG5141600.1,B,20.66719137,17.79400761
CG9796310.4,B,24.7520475,23.35344679
NH9224610.1,C,20.6187795,19.03468938
HQ2055980.4,C,25.05955303,22.85779516
NC1520480.2,A,21.62482613,20.26127181
HN9461480.3,B,22.43315414,21.69702369
NN3184740.4,B,17.95270241,16.47490309
HN8305170.2,B,25.66912147,23.80806752
HQ7329670.1,C,25.37892755,23.53611128
CN5238340.4,C,27.95424067,27.72713908
QG7536630.4,C,23.04888511,23.00561689
HC4682640.1,B,29.1568713,26.9781967
GQ7512900.1,B,22.33861203,21.4693842
HQ7762970.1,B,24.83646795,23.92597643
NC4091140.1,C,24.89868334,24.0968461
CH2550840.4,C,25.06400705,22.06630755
GH3603670.4,B,19.29145487,19.18783044
NC9212240.2,B,26.61314625,23.74528008
CN1246350.1,A,28.30000118,27.40616201
GN3766970.1,A,28.4014653,26.80854138
GH5758020.2,B,18.37958872,17.57851905
GG6184370.2,B,21.97067408,20.53102808
QQ1051040.2,B,22.5926371,23.38561535
GQ6223280.1,A,28.07670381,26.32605203
HN8196040.3,A,25.2599324,25.27720081
CQ4049420.1,C,21.84196997,22.7816309
GC5708580.1,B,28.4036092,28.11507156
CN9763070.4,A,26.12893367,25.05288158
NQ6192920.2,A,26.55680549,25.61986221
NG2309310.3,C,23.92620113,22.33978373
GG4029010.4,B,22.82339673,21.93581587
CG9923230.4,A,23.86634549,23.81785988
GC1856610.2,C,25.12232301,23.34448494
QC3508000.1,C,22.79893626,21.17272667
HG2848250.2,A,22.93959904,20.20937334
QH5738120.2,A,24.14359452,21.22643859
QC2631770.2,C,24.2006174,23.10808113
HN8082820.2,B,28.10122939,26.3317417
NC2729130.1,A,21.49839864,20.95453461
NG7143550.2,B,22.16054805,20.69575242
GH1141600.3,B,18.91069011,16.4088904
CQ6573490.4,B,22.51323233,21.14139007
NQ8370360.3,C,28.27803884,26.50691468
CG2283120.3,B,24.33483785,24.0942461
QQ7628180.3,B,28.99072675,25.67794297
NG9491690.4,B,26.24766035,24.30800066
QC1425570.3,A,23.55759224,22.69259428
HG5236850.3,A,27.67683572,26.34614488
HQ3213330.3,C,24.51635036,23.10098467
CQ6353770.1,C,26.53082435,24.59006367
NH4140870.4,A,20.9024286,19.85851075
GC6024050.1,A,25.25692183,24.43317841
GH6417190.1,C,28.75170168,27.7706949
HC9962170.1,A,22.24693841,21.32290963
HH2242390.2,B,26.94307795,25.36541303
HH1855390.3,C,28.18362487,25.92672054
QH1027000.3,A,25.33233114,25.0609972
QC8154400.2,C,23.08135077,21.06906071
GQ9439530.2,A,28.30644534,25.9183949
QG2694110.4,C,23.20918512,22.62184789
NN8637930.2,C,18.44797058,18.36721701
QC7318280.2,C,21.94915943,22.06708542
NG4956680.2,A,23.82846545,22.35213976
QC2531220.1,B,23.70992299,22.8467792
GH6341010.1,A,15.46256157,14.2353835
CH1109770.3,C,20.61225588,18.18187397
GQ9071740.3,C,27.84888737,27.11007945
HH4775250.4,A,28.19732485,24.64996393
HQ2035190.1,C,27.03633072,26.54778156
HG2652960.4,C,24.54607308,23.7207673
QN7768410.2,B,32.98229692,30.80316903
QN2044230.2,C,26.51467368,25.17234172
NH4454370.1,C,25.09432352,22.71710735
NH6104310.3,C,23.38841702,22.17279023
NH7417510.4,C,26.4052774,24.12527478
HG4945920.1,A,21.05007256,18.88707153
QC8980140.2,A,26.22587224,23.8956778
NN6975560.1,A,29.53468339,30.48644402
NQ2222040.2,B,31.33259978,28.80564921
QQ1943740.2,A,22.3624894,21.6965324
NH6119980.2,B,26.69946932,26.18249816
HH7288660.4,B,28.14860591,26.68265374
QH1820910.4,A,26.81060348,25.34409686
HN7120250.4,A,27.92104995,26.97080828
CC8711900.3,B,22.32032559,20.5210302
CN7495980.2,A,30.38484348,30.779445
HG6318300.3,C,28.66511268,26.65786371
CG7000960.4,A,25.1688652,23.84208018
HC6310760.3,A,22.08209105,21.47241144
QH5526080.4,C,19.36306669,18.04423368
GC1774630.1,B,26.57702185,25.03318628
CQ4044700.2,B,26.60262669,25.708798
NN6926310.3,C,17.77567492,18.68832248
CC3021900.1,A,26.15701111,24.81765028
HH8725010.1,B,23.66285177,22.00256054
GN3694160.3,B,26.89516005,24.12703557
GC8575920.4,C,17.77656985,17.72311841
NQ8350640.4,B,20.21836985,18.50394421
QH9330070.2,B,19.68142452,19.57353151
CH6449700.4,B,28.61959524,27.60369671
QN1518040.4,B,21.44982306,19.36046484
QN8809550.1,C,25.33160595,23.75894677
QG1126780.3,B,18.80890553,17.8916996
NC6368880.3,B,18.41996836,18.56633894
GH4855330.1,A,20.67000951,19.48560937
GH7810940.4,C,31.15986659,28.61221055
HG5471800.2,C,30.62833608,31.91157764
HQ8600560.3,C,25.92350588,24.25473825
QN6467430.2,C,28.5372442,27.72308422
GN9849830.4,C,34.39123188,33.90021206
QG5915490.3,A,20.6811672,18.33174819
QQ5245610.1,C,19.58385465,17.51048674
NH4644970.2,A,20.18314792,19.49073767
NN3262160.4,B,22.70875819,22.24744428
HH6375320.3,A,22.89121758,22.94952171
GG1732110.1,B,24.75975671,23.3513851
HN4046590.2,C,25.98647164,24.79888069
QQ2461460.3,B,20.8944905,19.85234845
GG7672630.4,B,21.93299533,18.92754011
GC3031750.1,A,19.19169402,17.30863425
QH5683250.1,B,25.19941352,24.2652172
GG3175500.2,C,31.47195661,29.20665513
CH9732910.2,A,29.86002706,28.49559138
QG5151990.3,B,22.7859548,22.93816534
HC6180000.1,A,20.85082891,21.80147577
NQ2763950.4,B,25.79591616,24.93559801
GG8943270.2,C,21.07198989,20.21497785
QN6871810.2,A,24.97711713,24.40257889
HQ2545870.4,C,31.29250148,30.6304623
GN1779800.4,A,19.49740717,18.43043653
HG3232670.4,A,28.03400565,28.94802103
HQ2610520.3,C,23.89020457,21.84405812
NC7260620.2,B,26.87202583,24.51541206
NQ1782470.1,B,26.35742249,24.69758656
CQ4939760.3,B,27.62072669,25.72606486
HH7411230.3,B,21.86024207,21.56762991
NH6889930.1,C,25.83926459,24.43505172
QN1771520.2,B,26.38439942,23.28246862
NQ9110130.1,B,17.11867318,16.3036049
NH8689700.1,B,13.57636224,13.97496367
NQ9342270.3,C,27.26369289,25.64470328
NH4164900.4,A,23.59299616,22.07333492
GG6723040.3,B,21.71800155,21.97144938
QH7137500.2,B,20.22666352,19.71693229
HC8558930.4,B,18.01573601,17.80199174
GC6584550.4,B,21.52250907,20.41565467
QC4992120.1,B,23.13854435,23.15194883
CQ4262420.4,A,34.14280984,33.34677035
NH7524630.1,C,27.48024415,26.15855494
HC6381120.2,A,28.51277314,27.79604373
NH1199050.3,A,21.57047224,18.59284275
GC5168230.1,A,32.66517447,30.25769272
QN4923150.3,C,19.97089884,20.1506905
NG1760300.3,A,19.58862633,19.30580677
QH8400560.3,B,32.4140428,29.85362958
QH4246370.3,B,23.52855674,21.68222336
NQ3102080.4,B,23.26680836,22.31042357
NH2086860.2,C,26.31075499,25.13653678
GC2991180.3,A,30.54795133,28.57484777
QH3102350.3,A,29.46006681,28.15030056
GH1592450.4,B,23.46058305,23.73762645
CN5649640.4,B,26.5489677,24.33735311
QN3613520.3,B,29.61457758,28.37640508
NN2610430.4,A,23.49336764,22.21982044
CC2831410.1,A,24.96792656,24.58055858
HN4802670.2,C,30.47429773,28.28668705
GC2641580.2,A,17.6681966,15.01422966
NG3072390.2,B,28.11416866,24.93840591
HQ1266060.1,B,20.10511178,19.97056581
HG9245510.3,B,28.61531101,29.49496611
GQ4878940.1,B,26.60182981,24.38367452
QN1740750.4,A,28.78188544,27.23236765
NG7678710.2,B,27.40133337,26.70508615
NC9983740.3,B,18.5647722,18.97220503
GG9244060.3,A,24.8489827,22.92132031
HQ1113950.1,A,22.5009213,20.31693113
HQ9416630.3,C,21.1983446,20.25196035
HN9994000.3,A,23.69970109,20.13016039
QQ5313740.3,B,19.99747133,19.03755426
HH4334080.1,A,27.2268843,27.4218524
NG5827770.3,A,23.10125561,21.69382953
HN7440210.1,B,23.06936618,22.92477768
HG9220490.1,B,28.3258825,26.36889406
QH2485510.1,A,24.1805811,23.44619742
GN2950270.1,C,22.28709846,21.03033726
CC9572090.2,A,28.79481841,27.77004397
GG8359050.2,C,19.75515229,19.00370936
HC8999510.4,C,12.3669036,11.53608435
HH9002010.1,A,23.05134041,21.48177847
QN5652070.1,B,17.90585239,17.40516273
CN3043070.1,B,26.14990061,23.73716147
HQ7659510.2,B,18.10809237,17.42032059
CC1850630.4,A,22.32357141,21.94516612
HG6565360.2,A,24.41348203,22.33008051
CQ3827840.1,B,28.61159734,29.70053224
GH8126900.3,B,26.05213163,24.56497739
GH7662980.1,B,21.63864355,20.1759284
QG5646800.1,A,28.35500458,28.80141454
QH7821380.3,B,25.76263943,24.34022838
CH6313280.3,B,28.62068696,27.32233705
GN6206460.2,B,22.49947933,21.63150138
HC7743870.1,B,24.20154314,22.34091324
CQ6498130.1,A,28.86682143,26.9200683
NQ5165530.1,C,21.6265832,19.11019361
GC8990410.3,A,33.10269981,30.98977995
NQ2357590.1,A,16.60464131,16.78401571
CQ6734330.2,B,27.23816579,25.95400485
CN4685450.3,C,30.90452528,28.75826663
HH9437390.3,C,21.80879691,19.97135158
CN2008720.1,B,26.62037218,24.02938727
QQ7733460.3,A,31.9537909,29.27672301
CN6098420.3,A,24.22218129,21.81080028
GH9074590.1,A,17.72654021,15.92000788
NC9392030.1,C,34.4342036,33.21489529
HC7129440.2,C,23.98261204,22.9601951
GG6729710.4,C,26.54525225,25.63696024
